millis,t_s,theta_deg,theta_dot_rads,phi_dot_rads,spin_rpm,v0_ms,altitude_m
57340,57.3404,8.5496,-0.000010,50.016007,477.618,-13.3353,245.5843
57384,57.3838,8.5496,-0.000011,50.015995,477.618,-13.3353,245.0048
57427,57.4269,8.5496,0.000024,50.016003,477.618,-13.3353,244.4304
57478,57.4777,8.5496,-0.000026,50.016003,477.618,-13.3353,243.7539
57521,57.5208,8.5496,0.000011,50.015994,477.618,-13.3353,243.1786
57564,57.5639,8.5496,0.000012,50.016008,477.618,-13.3353,242.6033
57607,57.6065,8.5496,-0.000026,50.015999,477.618,-13.3353,242.0351
57657,57.6572,8.5496,0.000027,50.015999,477.618,-13.3353,241.3595
57704,57.7042,8.5496,-0.000015,50.016008,477.618,-13.3353,240.7323
57747,57.7469,8.5496,-0.000011,50.015993,477.618,-13.3353,240.1637
57788,57.7884,8.5496,0.000028,50.016003,477.618,-13.3353,239.6095
57836,57.8359,8.5496,-0.000027,50.016004,477.618,-13.3353,238.9768
57878,57.8778,8.5496,0.000006,50.015993,477.618,-13.3353,238.4176
57920,57.9198,8.5496,0.000019,50.016007,477.618,-13.3353,237.8583
57963,57.9626,8.5496,-0.000027,50.016001,477.618,-13.3353,237.2876
58005,58.0048,8.5496,0.000014,50.015995,477.618,-13.3353,236.7242
58047,58.0471,8.5496,0.000009,50.016008,477.618,-13.3353,236.1607
58090,58.0896,8.5496,-0.000024,50.015999,477.618,-13.3353,235.5938
58138,58.1382,8.5496,0.000026,50.015999,477.618,-13.3353,234.9453
58181,58.1811,8.5496,-0.000009,50.016008,477.618,-13.3353,234.3736
58224,58.2239,8.5496,-0.000013,50.015995,477.618,-13.3353,233.8019
58267,58.2668,8.5496,0.000025,50.016002,477.618,-13.3353,233.2301
58313,58.3130,8.5496,-0.000022,50.016005,477.618,-13.3353,232.6148
58359,58.3591,8.5496,0.000007,50.015994,477.618,-13.3353,231.9995
58402,58.4019,8.5496,0.000016,50.016007,477.618,-13.3353,231.4293
58445,58.4451,8.5496,-0.000026,50.016000,477.618,-13.3353,230.8527
58489,58.4893,8.5496,0.000018,50.015996,477.618,-13.3353,230.2627
58534,58.5336,8.5496,0.000001,50.016008,477.618,-13.3353,229.6728
58576,58.5764,8.5496,-0.000020,50.015997,477.618,-13.3353,229.1019
58622,58.6217,8.5496,0.000025,50.016000,477.618,-13.3353,228.4980
58663,58.6630,8.5496,-0.000011,50.016007,477.618,-13.3353,227.9472
58704,58.7043,8.5496,-0.000012,50.015995,477.618,-13.3353,227.3964
58748,58.7478,8.5496,0.000023,50.016003,477.618,-13.3353,226.8166
58795,58.7951,8.5496,-0.000021,50.016004,477.618,-13.3353,226.1859
58842,58.8423,8.5496,0.000010,50.015995,477.618,-13.3353,225.5552
58886,58.8859,8.5496,0.000011,50.016007,477.618,-13.3353,224.9742
58929,58.9291,8.5496,-0.000024,50.015999,477.618,-13.3353,224.3977
58980,58.9802,8.5496,0.000026,50.015999,477.618,-13.3353,223.7167
59023,59.0235,8.5496,-0.000011,50.016007,477.618,-13.3353,223.1399
59067,59.0667,8.5496,-0.000012,50.015994,477.618,-13.3353,222.5631
59109,59.1093,8.5496,0.000025,50.016003,477.618,-13.3353,221.9952
59159,59.1594,8.5496,-0.000027,50.016003,477.618,-13.3353,221.3269
59202,59.2021,8.5496,0.000009,50.015994,477.618,-13.3353,220.7576
59245,59.2448,8.5496,0.000015,50.016007,477.618,-13.3353,220.1882
59287,59.2874,8.5496,-0.000027,50.016000,477.618,-13.3353,219.6204
59332,59.3324,8.5496,0.000021,50.015997,477.618,-13.3353,219.0198
59377,59.3775,8.5496,-0.000002,50.016008,477.618,-13.3353,218.4192
59420,59.4199,8.5496,-0.000020,50.015996,477.618,-13.3353,217.8534
59464,59.4638,8.5496,0.000026,50.016001,477.618,-13.3353,217.2674
59504,59.5045,8.5496,-0.000011,50.016007,477.618,-13.3353,216.7252
59545,59.5452,8.5496,-0.000013,50.015995,477.618,-13.3353,216.1831
59588,59.5884,8.5496,0.000024,50.016002,477.618,-13.3353,215.6067
59635,59.6347,8.5496,-0.000020,50.016004,477.618,-13.3353,214.9886
59681,59.6811,8.5496,0.000007,50.015995,477.618,-13.3353,214.3706
59724,59.7244,8.5496,0.000014,50.016007,477.618,-13.3353,213.7928
59768,59.7681,8.5496,-0.000024,50.016000,477.618,-13.3353,213.2096
59814,59.8136,8.5496,0.000020,50.015997,477.618,-13.3353,212.6027
59859,59.8591,8.5496,-0.000004,50.016008,477.618,-13.3353,211.9958
59902,59.9024,8.5496,-0.000016,50.015996,477.618,-13.3353,211.4197
59947,59.9466,8.5496,0.000024,50.016002,477.618,-13.3353,210.8298
59990,59.9902,8.5496,-0.000016,50.016006,477.618,-13.3353,210.2485
60034,60.0338,8.5496,-0.000003,50.015995,477.618,-13.3353,209.6672
60077,60.0771,8.5496,0.000020,50.016005,477.618,-13.3353,209.0894
60124,60.1237,8.5496,-0.000024,50.016001,477.618,-13.3353,208.4675
60166,60.1665,8.5496,0.000012,50.015996,477.618,-13.3353,207.8977
60209,60.2092,8.5496,0.000008,50.016007,477.618,-13.3353,207.3280
60253,60.2528,8.5496,-0.000021,50.015999,477.618,-13.3353,206.7468
60303,60.3028,8.5496,0.000025,50.016000,477.618,-13.3353,206.0794
60347,60.3467,8.5496,-0.000013,50.016007,477.618,-13.3353,205.4943
60391,60.3906,8.5496,-0.000008,50.015995,477.618,-13.3353,204.9093
60434,60.4337,8.5496,0.000023,50.016004,477.618,-13.3353,204.3344
60482,60.4823,8.5496,-0.000025,50.016002,477.618,-13.3353,203.6854
60526,60.5257,8.5496,0.000011,50.015995,477.618,-13.3353,203.1076
60569,60.5690,8.5496,0.000010,50.016007,477.618,-13.3353,202.5299
60612,60.6120,8.5496,-0.000024,50.015999,477.618,-13.3353,201.9559
60662,60.6621,8.5496,0.000026,50.015999,477.618,-13.3353,201.2877
60705,60.7054,8.5496,-0.000011,50.016007,477.618,-13.3353,200.7113
60749,60.7486,8.5496,-0.000012,50.015995,477.618,-13.3353,200.1350
60791,60.7913,8.5496,0.000025,50.016003,477.618,-13.3353,199.5649
60842,60.8419,8.5496,-0.000027,50.016003,477.618,-13.3353,198.8904
60889,60.8894,8.5496,0.000016,50.015995,477.618,-13.3353,198.2565
60932,60.9323,8.5496,0.000009,50.016009,477.618,-13.3353,197.6856
60974,60.9739,8.5496,-0.000027,50.015998,477.618,-13.3353,197.1305
61021,61.0207,8.5496,0.000027,50.015998,477.618,-13.3353,196.5063
61063,61.0627,8.5496,-0.000006,50.016008,477.618,-13.3353,195.9462
61105,61.1047,8.5496,-0.000018,50.015995,477.618,-13.3353,195.3861
61148,61.1475,8.5496,0.000027,50.016001,477.618,-13.3353,194.8148
61190,61.1904,8.5496,-0.000016,50.016007,477.618,-13.3353,194.2429
61233,61.2333,8.5496,-0.000007,50.015994,477.618,-13.3353,193.6711
61276,61.2759,8.5496,0.000023,50.016004,477.618,-13.3353,193.1035
61323,61.3232,8.5496,-0.000025,50.016003,477.618,-13.3353,192.4727
61366,61.3660,8.5496,0.000010,50.015995,477.618,-13.3353,191.9017
61409,61.4088,8.5496,0.000012,50.016007,477.618,-13.3353,191.3307
61452,61.4518,8.5496,-0.000024,50.015999,477.618,-13.3353,190.7568
61504,61.5037,8.5496,0.000027,50.015999,477.618,-13.3353,190.0652
61551,61.5508,8.5496,-0.000016,50.016007,477.618,-13.3353,189.4372
61594,61.5938,8.5496,-0.000008,50.015993,477.618,-13.3353,188.8637
61635,61.6355,8.5496,0.000027,50.016004,477.618,-13.3353,188.3082
61682,61.6821,8.5496,-0.000027,50.016004,477.618,-13.3353,187.6865
61724,61.7241,8.5496,0.000007,50.015994,477.618,-13.3353,187.1262
61766,61.7661,8.5496,0.000018,50.016007,477.618,-13.3353,186.5659
61809,61.8090,8.5496,-0.000027,50.016001,477.618,-13.3353,185.9945
61852,61.8520,8.5496,0.000016,50.015996,477.618,-13.3353,185.4199
61895,61.8951,8.5496,0.000006,50.016008,477.618,-13.3353,184.8452
61938,61.9377,8.5496,-0.000023,50.015998,477.618,-13.3353,184.2774
61985,61.9846,8.5496,0.000025,50.016000,477.618,-13.3353,183.6517
62027,62.0274,8.5496,-0.000010,50.016007,477.618,-13.3353,183.0816
62070,62.0701,8.5496,-0.000012,50.015995,477.618,-13.3353,182.5116
62113,62.1132,8.5496,0.000024,50.016003,477.618,-13.3353,181.9371
62165,62.1650,8.5496,-0.000027,50.016003,477.618,-13.3353,181.2468
62212,62.2123,8.5496,0.000017,50.015995,477.618,-13.3353,180.6155
62255,62.2554,8.5496,0.000008,50.016009,477.618,-13.3353,180.0408
62297,62.2971,8.5496,-0.000026,50.015998,477.618,-13.3353,179.4847
62344,62.3435,8.5496,0.000027,50.015999,477.618,-13.3353,178.8661
62386,62.3855,8.5496,-0.000007,50.016008,477.618,-13.3353,178.3055
62428,62.4276,8.5496,-0.000017,50.015995,477.618,-13.3353,177.7449
62470,62.4705,8.5496,0.000027,50.016001,477.618,-13.3353,177.1733
62514,62.5139,8.5496,-0.000017,50.016006,477.618,-13.3353,176.5943
62557,62.5573,8.5496,-0.000004,50.015994,477.618,-13.3353,176.0152
62600,62.5999,8.5496,0.000022,50.016005,477.618,-13.3353,175.4470
62646,62.6463,8.5496,-0.000025,50.016002,477.618,-13.3353,174.8286
62689,62.6889,8.5496,0.000011,50.015995,477.618,-13.3353,174.2606
62731,62.7315,8.5496,0.000011,50.016007,477.618,-13.3353,173.6927
62775,62.7746,8.5496,-0.000024,50.015999,477.618,-13.3353,173.1173
62826,62.8263,8.5496,0.000027,50.015999,477.618,-13.3353,172.4284
62874,62.8740,8.5496,-0.000017,50.016007,477.618,-13.3353,171.7925
62917,62.9172,8.5496,-0.000007,50.015993,477.618,-13.3353,171.2161
62959,62.9589,8.5496,0.000026,50.016004,477.618,-13.3353,170.6591
63005,63.0050,8.5496,-0.000027,50.016003,477.618,-13.3353,170.0446
63047,63.0471,8.5496,0.000008,50.015994,477.618,-13.3353,169.4839
63089,63.0891,8.5496,0.000016,50.016007,477.618,-13.3353,168.9232
63132,63.1320,8.5496,-0.000026,50.016001,477.618,-13.3353,168.3513
63176,63.1759,8.5496,0.000018,50.015996,477.618,-13.3353,167.7665
63220,63.2197,8.5496,0.000003,50.016008,477.618,-13.3353,167.1817
63262,63.2624,8.5496,-0.000021,50.015997,477.618,-13.3353,166.6128
63308,63.3081,8.5496,0.000025,50.016000,477.618,-13.3353,166.0027
63350,63.3503,8.5496,-0.000011,50.016007,477.618,-13.3353,165.4402
63392,63.3925,8.5496,-0.000011,50.015995,477.618,-13.3353,164.8778
63436,63.4357,8.5496,0.000023,50.016003,477.618,-13.3353,164.3010
63488,63.4877,8.5496,-0.000027,50.016003,477.618,-13.3353,163.6081
63535,63.5355,8.5496,0.000018,50.015995,477.618,-13.3353,162.9708
63579,63.5788,8.5496,0.000006,50.016009,477.618,-13.3353,162.3925
63621,63.6207,8.5496,-0.000025,50.015998,477.618,-13.3353,161.8348
63667,63.6665,8.5496,0.000026,50.015999,477.618,-13.3353,161.2232
63709,63.7086,8.5496,-0.000008,50.016008,477.618,-13.3353,160.6626
63751,63.7506,8.5496,-0.000016,50.015995,477.618,-13.3353,160.1020
63794,63.7935,8.5496,0.000026,50.016002,477.618,-13.3353,159.5298
63838,63.8377,8.5496,-0.000018,50.016006,477.618,-13.3353,158.9404
63882,63.8819,8.5496,-0.000001,50.015994,477.618,-13.3353,158.3510
63925,63.9246,8.5496,0.000021,50.016005,477.618,-13.3353,157.7815
63970,63.9699,8.5496,-0.000025,50.016002,477.618,-13.3353,157.1772
64011,64.0115,8.5496,0.000011,50.015995,477.618,-13.3353,156.6232
64053,64.0530,8.5496,0.000012,50.016007,477.618,-13.3353,156.0692
64096,64.0964,8.5496,-0.000023,50.015999,477.618,-13.3353,155.4906
64144,64.1437,8.5496,0.000022,50.015998,477.618,-13.3353,154.8597
64191,64.1910,8.5496,-0.000010,50.016007,477.618,-13.3353,154.2289
64234,64.2345,8.5496,-0.000011,50.015995,477.618,-13.3353,153.6492
64278,64.2776,8.5496,0.000024,50.016003,477.618,-13.3353,153.0742
64329,64.3286,8.5496,-0.000027,50.016003,477.618,-13.3353,152.3946
64372,64.3717,8.5496,0.000011,50.015994,477.618,-13.3353,151.8191
64415,64.4149,8.5496,0.000012,50.016008,477.618,-13.3353,151.2436
64457,64.4575,8.5496,-0.000026,50.015999,477.618,-13.3353,150.6759
64508,64.5080,8.5496,0.000027,50.015999,477.618,-13.3353,150.0022
64555,64.5551,8.5496,-0.000015,50.016008,477.618,-13.3353,149.3742
64598,64.5977,8.5496,-0.000011,50.015993,477.618,-13.3353,148.8058
64639,64.6393,8.5496,0.000028,50.016003,477.618,-13.3353,148.2516
64687,64.6867,8.5496,-0.000027,50.016004,477.618,-13.3353,147.6188
64729,64.7286,8.5496,0.000006,50.015993,477.618,-13.3353,147.0595
64771,64.7706,8.5496,0.000019,50.016007,477.618,-13.3353,146.5003
64813,64.8134,8.5496,-0.000027,50.016001,477.618,-13.3353,145.9296
64856,64.8556,8.5496,0.000014,50.015995,477.618,-13.3353,145.3663
64898,64.8979,8.5496,0.000009,50.016008,477.618,-13.3353,144.8030
64940,64.9404,8.5496,-0.000024,50.015999,477.618,-13.3353,144.2361
64989,64.9890,8.5496,0.000026,50.015999,477.618,-13.3353,143.5872
65032,65.0319,8.5496,-0.000009,50.016008,477.618,-13.3353,143.0156
65075,65.0748,8.5496,-0.000013,50.015995,477.618,-13.3353,142.4439
65118,65.1176,8.5496,0.000025,50.016002,477.618,-13.3353,141.8722
65164,65.1638,8.5496,-0.000022,50.016005,477.618,-13.3353,141.2570
65210,65.2099,8.5496,0.000007,50.015994,477.618,-13.3353,140.6419
65253,65.2526,8.5496,0.000016,50.016007,477.618,-13.3353,140.0718
65296,65.2959,8.5496,-0.000026,50.016000,477.618,-13.3353,139.4950
65340,65.3401,8.5496,0.000018,50.015996,477.618,-13.3353,138.9057
65384,65.3843,8.5496,0.000001,50.016008,477.618,-13.3353,138.3163
65427,65.4271,8.5496,-0.000020,50.015997,477.618,-13.3353,137.7454
65472,65.4724,8.5496,0.000025,50.016000,477.618,-13.3353,137.1407
65514,65.5139,8.5496,-0.000011,50.016007,477.618,-13.3353,136.5882
65555,65.5553,8.5496,-0.000012,50.015995,477.618,-13.3353,136.0358
65599,65.5988,8.5496,0.000023,50.016003,477.618,-13.3353,135.4562
65646,65.6462,8.5496,-0.000022,50.016004,477.618,-13.3353,134.8232
65694,65.6937,8.5496,0.000011,50.015995,477.618,-13.3353,134.1901
65737,65.7373,8.5496,0.000010,50.016007,477.618,-13.3353,133.6092
65780,65.7804,8.5496,-0.000024,50.015999,477.618,-13.3353,133.0344
65831,65.8308,8.5496,0.000026,50.015999,477.618,-13.3353,132.3618
65874,65.8740,8.5496,-0.000011,50.016007,477.618,-13.3353,131.7855
65917,65.9172,8.5496,-0.000012,50.015994,477.618,-13.3353,131.2093
65960,65.9599,8.5496,0.000025,50.016003,477.618,-13.3353,130.6401
66010,66.0104,8.5496,-0.000027,50.016003,477.618,-13.3353,129.9671
66058,66.0579,8.5496,0.000016,50.015995,477.618,-13.3353,129.3341
66101,66.1006,8.5496,0.000009,50.016009,477.618,-13.3353,128.7639
66142,66.1422,8.5496,-0.000027,50.015998,477.618,-13.3353,128.2091
66189,66.1892,8.5496,0.000027,50.015998,477.618,-13.3353,127.5828
66231,66.2312,8.5496,-0.000006,50.016008,477.618,-13.3353,127.0229
66273,66.2732,8.5496,-0.000018,50.015995,477.618,-13.3353,126.4629
66316,66.3160,8.5496,0.000027,50.016001,477.618,-13.3353,125.8918
66359,66.3587,8.5496,-0.000015,50.016007,477.618,-13.3353,125.3221
66401,66.4014,8.5496,-0.000007,50.015994,477.618,-13.3353,124.7525
66444,66.4440,8.5496,0.000024,50.016004,477.618,-13.3353,124.1851
66492,66.4916,8.5496,-0.000025,50.016003,477.618,-13.3353,123.5500
66534,66.5344,8.5496,0.000010,50.015995,477.618,-13.3353,122.9786
66577,66.5773,8.5496,0.000012,50.016007,477.618,-13.3353,122.4071
66620,66.6203,8.5496,-0.000025,50.015999,477.618,-13.3353,121.8337
66672,66.6723,8.5496,0.000027,50.015999,477.618,-13.3353,121.1406
66719,66.7191,8.5496,-0.000016,50.016007,477.618,-13.3353,120.5156
66762,66.7621,8.5496,-0.000009,50.015993,477.618,-13.3353,119.9432
66804,66.8037,8.5496,0.000027,50.016004,477.618,-13.3353,119.3882
66851,66.8505,8.5496,-0.000027,50.016004,477.618,-13.3353,118.7637
66893,66.8925,8.5496,0.000006,50.015994,477.618,-13.3353,118.2037
66934,66.9345,8.5496,0.000018,50.016007,477.618,-13.3353,117.6438
66977,66.9773,8.5496,-0.000027,50.016001,477.618,-13.3353,117.0726
67020,67.0201,8.5496,0.000016,50.015995,477.618,-13.3353,116.5020
67063,67.0629,8.5496,0.000007,50.016008,477.618,-13.3353,115.9313
67105,67.1055,8.5496,-0.000023,50.015998,477.618,-13.3353,115.3638
67153,67.1529,8.5496,0.000025,50.015999,477.618,-13.3353,114.7307
67196,67.1958,8.5496,-0.000010,50.016007,477.618,-13.3353,114.1594
67239,67.2386,8.5496,-0.000012,50.015995,477.618,-13.3353,113.5881
67282,67.2816,8.5496,0.000025,50.016003,477.618,-13.3353,113.0144
67334,67.3336,8.5496,-0.000027,50.016003,477.618,-13.3353,112.3222
67381,67.3805,8.5496,0.000016,50.015995,477.618,-13.3353,111.6957
67424,67.4235,8.5496,0.000009,50.016009,477.618,-13.3353,111.1227
67465,67.4651,8.5496,-0.000027,50.015998,477.618,-13.3353,110.5675
67512,67.5119,8.5496,0.000027,50.015998,477.618,-13.3353,109.9443
67554,67.5539,8.5496,-0.000006,50.016008,477.618,-13.3353,109.3842
67596,67.5959,8.5496,-0.000018,50.015995,477.618,-13.3353,108.8241
67639,67.6387,8.5496,0.000027,50.016001,477.618,-13.3353,108.2528
67682,67.6817,8.5496,-0.000016,50.016006,477.618,-13.3353,107.6801
67725,67.7246,8.5496,-0.000006,50.015994,477.618,-13.3353,107.1075
67767,67.7672,8.5496,0.000023,50.016004,477.618,-13.3353,106.5398
67814,67.8144,8.5496,-0.000025,50.016003,477.618,-13.3353,105.9105
67857,67.8572,8.5496,0.000010,50.015995,477.618,-13.3353,105.3398
67900,67.9000,8.5496,0.000012,50.016007,477.618,-13.3353,104.7690
67943,67.9430,8.5496,-0.000024,50.015999,477.618,-13.3353,104.1949
67995,67.9948,8.5496,0.000027,50.015999,477.618,-13.3353,103.5038
68042,68.0420,8.5496,-0.000017,50.016007,477.618,-13.3353,102.8747
68085,68.0850,8.5496,-0.000008,50.015993,477.618,-13.3353,102.3009
68127,68.1267,8.5496,0.000027,50.016004,477.618,-13.3353,101.7452
68173,68.1733,8.5496,-0.000027,50.016004,477.618,-13.3353,101.1245
68215,68.2153,8.5496,0.000007,50.015994,477.618,-13.3353,100.5641
68257,68.2573,8.5496,0.000018,50.016007,477.618,-13.3353,100.0037
68300,68.3002,8.5496,-0.000027,50.016001,477.618,-13.3353,99.4322
68343,68.3434,8.5496,0.000016,50.015996,477.618,-13.3353,98.8562
68387,68.3865,8.5496,0.000005,50.016008,477.618,-13.3353,98.2802
68429,68.4291,8.5496,-0.000023,50.015998,477.618,-13.3353,97.7123
68476,68.4759,8.5496,0.000025,50.016000,477.618,-13.3353,97.0889
68519,68.5186,8.5496,-0.000010,50.016007,477.618,-13.3353,96.5193
68561,68.5613,8.5496,-0.000012,50.015995,477.618,-13.3353,95.9498
68604,68.6044,8.5496,0.000024,50.016003,477.618,-13.3353,95.3750
68656,68.6561,8.5496,-0.000027,50.016003,477.618,-13.3353,94.6855
68704,68.7036,8.5496,0.000017,50.015995,477.618,-13.3353,94.0525
68747,68.7467,8.5496,0.000007,50.016009,477.618,-13.3353,93.4773
68788,68.7884,8.5496,-0.000026,50.015998,477.618,-13.3353,92.9209
68835,68.8347,8.5496,0.000027,50.015999,477.618,-13.3353,92.3037
68877,68.8768,8.5496,-0.000007,50.016008,477.618,-13.3353,91.7430
68919,68.9188,8.5496,-0.000017,50.015995,477.618,-13.3353,91.1824
68962,68.9617,8.5496,0.000026,50.016001,477.618,-13.3353,90.6106
69005,69.0052,8.5496,-0.000017,50.016006,477.618,-13.3353,90.0296
69049,69.0488,8.5496,-0.000004,50.015994,477.618,-13.3353,89.4486
69091,69.0914,8.5496,0.000022,50.016005,477.618,-13.3353,88.8802
69138,69.1376,8.5496,-0.000025,50.016002,477.618,-13.3353,88.2647
69180,69.1801,8.5496,0.000011,50.015995,477.618,-13.3353,87.6982
69223,69.2226,8.5496,0.000011,50.016007,477.618,-13.3353,87.1317
69266,69.2657,8.5496,-0.000024,50.015999,477.618,-13.3353,86.5559
69317,69.3174,8.5496,0.000027,50.015999,477.618,-13.3353,85.8666
69365,69.3652,8.5496,-0.000017,50.016007,477.618,-13.3353,85.2295
69408,69.4085,8.5496,-0.000006,50.015993,477.618,-13.3353,84.6524
69450,69.4503,8.5496,0.000026,50.016004,477.618,-13.3353,84.0951
69496,69.4962,8.5496,-0.000026,50.016003,477.618,-13.3353,83.4819
69538,69.5383,8.5496,0.000008,50.015994,477.618,-13.3353,82.9213
69580,69.5803,8.5496,0.000016,50.016007,477.618,-13.3353,82.3606
69623,69.6232,8.5496,-0.000026,50.016000,477.618,-13.3353,81.7886
69667,69.6672,8.5496,0.000018,50.015996,477.618,-13.3353,81.2018
69711,69.7112,8.5496,0.000002,50.016008,477.618,-13.3353,80.6150
69754,69.7539,8.5496,-0.000021,50.015997,477.618,-13.3353,80.0458
69799,69.7995,8.5496,0.000025,50.016000,477.618,-13.3353,79.4383
69841,69.8414,8.5496,-0.000011,50.016007,477.618,-13.3353,78.8789
69883,69.8834,8.5496,-0.000011,50.015995,477.618,-13.3353,78.3195
69927,69.9267,8.5496,0.000023,50.016003,477.618,-13.3353,77.7420
69979,69.9789,8.5496,-0.000027,50.016003,477.618,-13.3353,77.0450
70027,70.0266,8.5496,0.000018,50.015995,477.618,-13.3353,76.4094
70070,70.0700,8.5496,0.000006,50.016009,477.618,-13.3353,75.8306
70112,70.1118,8.5496,-0.000025,50.015998,477.618,-13.3353,75.2728
70158,70.1577,8.5496,0.000026,50.015999,477.618,-13.3353,74.6613
70200,70.1997,8.5496,-0.000008,50.016008,477.618,-13.3353,74.1007
70242,70.2418,8.5496,-0.000016,50.015995,477.618,-13.3353,73.5401
70285,70.2847,8.5496,0.000026,50.016002,477.618,-13.3353,72.9679
70329,70.3289,8.5496,-0.000018,50.016006,477.618,-13.3353,72.3782
70373,70.3731,8.5496,-0.000001,50.015994,477.618,-13.3353,71.7886
70416,70.4158,8.5496,0.000021,50.016005,477.618,-13.3353,71.2190
70461,70.4611,8.5496,-0.000025,50.016002,477.618,-13.3353,70.6151
70503,70.5026,8.5496,0.000011,50.015995,477.618,-13.3353,70.0618
70544,70.5441,8.5496,0.000012,50.016007,477.618,-13.3353,69.5085
70587,70.5875,8.5496,-0.000023,50.016000,477.618,-13.3353,68.9298
70635,70.6347,8.5496,0.000022,50.015998,477.618,-13.3353,68.2997
70682,70.6820,8.5496,-0.000010,50.016007,477.618,-13.3353,67.6696
70725,70.7255,8.5496,-0.000011,50.015995,477.618,-13.3353,67.0898
70769,70.7686,8.5496,0.000024,50.016003,477.618,-13.3353,66.5141
70820,70.8198,8.5496,-0.000027,50.016003,477.618,-13.3353,65.8316
70863,70.8630,8.5496,0.000011,50.015994,477.618,-13.3353,65.2559
70906,70.9062,8.5496,0.000012,50.016008,477.618,-13.3353,64.6802
70949,70.9487,8.5496,-0.000026,50.015999,477.618,-13.3353,64.1129
70999,70.9991,8.5496,0.000027,50.015999,477.618,-13.3353,63.4412
71046,71.0462,8.5496,-0.000015,50.016008,477.618,-13.3353,62.8124
71089,71.0888,8.5496,-0.000011,50.015993,477.618,-13.3353,62.2443
71130,71.1304,8.5496,0.000028,50.016003,477.618,-13.3353,61.6900
71178,71.1779,8.5496,-0.000027,50.016004,477.618,-13.3353,61.0571
71220,71.2198,8.5496,0.000006,50.015993,477.618,-13.3353,60.4979
71262,71.2617,8.5496,0.000019,50.016007,477.618,-13.3353,59.9387
71305,71.3045,8.5496,-0.000027,50.016001,477.618,-13.3353,59.3680
71347,71.3467,8.5496,0.000014,50.015995,477.618,-13.3353,58.8049
71389,71.3890,8.5496,0.000009,50.016008,477.618,-13.3353,58.2418
71431,71.4315,8.5496,-0.000024,50.015999,477.618,-13.3353,57.6749
71480,71.4802,8.5496,0.000026,50.015999,477.618,-13.3353,57.0255
71523,71.5230,8.5496,-0.000009,50.016008,477.618,-13.3353,56.4539
71566,71.5659,8.5496,-0.000013,50.015995,477.618,-13.3353,55.8822
71609,71.6088,8.5496,0.000025,50.016002,477.618,-13.3353,55.3105
71655,71.6549,8.5496,-0.000022,50.016005,477.618,-13.3353,54.6958
71701,71.7010,8.5496,0.000006,50.015994,477.618,-13.3353,54.0810
71744,71.7437,8.5496,0.000016,50.016007,477.618,-13.3353,53.5110
71787,71.7870,8.5496,-0.000026,50.016000,477.618,-13.3353,52.9340
71831,71.8311,8.5496,0.000018,50.015996,477.618,-13.3353,52.3455
71875,71.8753,8.5496,0.000001,50.016008,477.618,-13.3353,51.7571
71918,71.9181,8.5496,-0.000020,50.015997,477.618,-13.3353,51.1861
71964,71.9635,8.5496,0.000025,50.016000,477.618,-13.3353,50.5802
72005,72.0051,8.5496,-0.000011,50.016007,477.618,-13.3353,50.0252
72047,72.0467,8.5496,-0.000011,50.015995,477.618,-13.3353,49.4703
72090,72.0902,8.5496,0.000023,50.016003,477.618,-13.3353,48.8911
72143,72.1428,8.5496,-0.000026,50.016002,477.618,-13.3353,48.1890
72191,72.1906,8.5496,0.000018,50.015995,477.618,-13.3353,47.5525
72234,72.2341,8.5496,0.000005,50.016009,477.618,-13.3353,46.9719
72276,72.2760,8.5496,-0.000025,50.015998,477.618,-13.3353,46.4135
72322,72.3216,8.5496,0.000026,50.015999,477.618,-13.3353,45.8049
72364,72.3636,8.5496,-0.000008,50.016008,477.618,-13.3353,45.2448
72406,72.4056,8.5496,-0.000016,50.015995,477.618,-13.3353,44.6848
72449,72.4485,8.5496,0.000026,50.016002,477.618,-13.3353,44.1123
72493,72.4930,8.5496,-0.000019,50.016006,477.618,-13.3353,43.5191
72537,72.5375,8.5496,-0.000000,50.015994,477.618,-13.3353,42.9259
72580,72.5803,8.5496,0.000020,50.016005,477.618,-13.3353,42.3557
72625,72.6252,8.5496,-0.000025,50.016001,477.618,-13.3353,41.7557
72666,72.6659,8.5496,0.000010,50.015995,477.618,-13.3353,41.2138
72707,72.7065,8.5496,0.000013,50.016006,477.618,-13.3353,40.6719
72750,72.7501,8.5496,-0.000023,50.016000,477.618,-13.3353,40.0910
72796,72.7963,8.5496,0.000020,50.015998,477.618,-13.3353,39.4744
72843,72.8426,8.5496,-0.000006,50.016007,477.618,-13.3353,38.8579
72886,72.8861,8.5496,-0.000014,50.015996,477.618,-13.3353,38.2765
72930,72.9302,8.5496,0.000024,50.016002,477.618,-13.3353,37.6884
72976,72.9760,8.5496,-0.000020,50.016004,477.618,-13.3353,37.0786
73022,73.0217,8.5496,0.000005,50.015995,477.618,-13.3353,36.4687
73065,73.0652,8.5496,0.000015,50.016006,477.618,-13.3353,35.8894
73109,73.1094,8.5496,-0.000024,50.016000,477.618,-13.3353,35.2995
73154,73.1540,8.5496,0.000018,50.015997,477.618,-13.3353,34.7042
73199,73.1987,8.5496,-0.000001,50.016007,477.618,-13.3353,34.1090
73242,73.2421,8.5496,-0.000017,50.015996,477.618,-13.3353,33.5301
73287,73.2874,8.5496,0.000024,50.016001,477.618,-13.3353,32.9259
