millis,ax_ms2,ay_ms2,az_ms2,gx_rads,gy_rads,gz_rads,pressao_Pa,altura_m,vz_ms,mag_giroscopia_rads
35806,0.27,6.10,7.44,0.0168,0.0123,-0.0071,91972.45,809.49,0.00,0.0220
35870,0.25,6.05,7.42,0.0173,0.0121,-0.0089,91972.28,809.51,0.07,0.0229
35930,0.25,6.03,7.46,0.0164,0.0120,-0.0068,91972.28,809.51,0.05,0.0214
35994,0.28,6.09,7.44,0.0159,0.0099,-0.0060,91972.28,809.51,0.04,0.0196
36059,0.23,6.06,7.47,0.0192,0.0132,-0.0057,91972.28,809.51,0.02,0.0240
36121,0.22,6.06,7.45,0.0173,0.0105,-0.0088,91972.28,809.51,0.02,0.0221
36183,0.27,6.08,7.44,0.0143,0.0137,-0.0052,91972.28,809.51,0.01,0.0205
36245,0.25,6.04,7.47,0.0167,0.0129,-0.0067,91972.28,809.51,0.01,0.0221
36307,0.24,6.02,7.47,0.0183,0.0112,-0.0049,91972.28,809.51,0.01,0.0220
36369,0.29,6.08,7.45,0.0153,0.0105,-0.0068,91972.28,809.51,0.00,0.0198
36431,0.21,6.06,7.48,0.0179,0.0125,-0.0051,91972.28,809.51,0.00,0.0224
36493,0.27,6.07,7.46,0.0161,0.0129,-0.0076,91972.28,809.51,0.00,0.0220
36570,0.25,6.03,7.45,0.0148,0.0149,-0.0071,91972.28,809.51,0.00,0.0222
36632,0.24,6.07,7.46,0.0187,0.0088,-0.0052,91972.28,809.51,0.00,0.0213
36694,0.26,6.06,7.44,0.0171,0.0127,-0.0063,91972.28,809.51,0.00,0.0221
36756,0.22,6.04,7.46,0.0153,0.0141,-0.0063,91972.28,809.51,0.00,0.0218
36818,0.25,6.03,7.45,0.0149,0.0132,-0.0065,91972.28,809.51,0.00,0.0210
36880,0.24,6.09,7.41,0.0163,0.0137,-0.0043,91972.28,809.51,0.00,0.0217
36942,0.25,6.01,7.48,0.0201,0.0120,-0.0053,91972.28,809.51,0.00,0.0240
37007,0.24,6.10,7.45,0.0155,0.0127,-0.0036,91972.28,809.51,0.00,0.0203
37071,0.23,6.06,7.43,0.0168,0.0115,-0.0072,91972.28,809.51,0.00,0.0216
37131,0.24,6.02,7.46,0.0173,0.0111,-0.0104,91972.28,809.51,0.00,0.0230
37195,0.26,6.12,7.47,0.0175,0.0127,-0.0061,91972.28,809.51,0.00,0.0224
37255,0.28,6.08,7.47,0.0197,0.0127,-0.0041,91972.28,809.51,0.00,0.0238
37319,0.24,6.04,7.48,0.0175,0.0132,-0.0076,91972.28,809.51,0.00,0.0232
37379,0.25,6.10,7.45,0.0135,0.0129,-0.0081,91972.28,809.51,0.00,0.0204
37446,0.24,6.03,7.44,0.0172,0.0129,-0.0067,91972.11,809.53,0.07,0.0225
37508,0.26,6.05,7.48,0.0160,0.0103,-0.0036,91972.11,809.53,0.05,0.0193
37570,0.25,6.10,7.47,0.0171,0.0116,-0.0048,91972.11,809.53,0.04,0.0212
37630,0.23,6.06,7.47,0.0181,0.0135,-0.0051,91972.11,809.53,0.03,0.0231
37850,0.27,6.09,7.48,0.0137,0.0156,-0.0060,91972.11,809.53,0.02,0.0216
38212,0.25,6.08,7.47,0.0164,0.0103,-0.0089,91971.95,809.54,0.02,0.0213
38572,0.21,6.04,7.49,0.0167,0.0104,-0.0053,91971.95,809.54,0.02,0.0203
38695,0.25,6.07,7.43,0.0168,0.0133,-0.0043,91971.95,809.54,0.01,0.0219
38756,0.24,6.00,7.47,0.0140,0.0125,-0.0061,91971.95,809.54,0.01,0.0198
38819,0.23,6.09,7.47,0.0156,0.0103,-0.0061,91971.95,809.54,0.01,0.0196
38879,0.24,6.09,7.42,0.0157,0.0135,-0.0077,91971.95,809.54,0.00,0.0221
38943,0.24,6.01,7.47,0.0179,0.0100,-0.0079,91972.09,809.53,-0.06,0.0219
39004,0.27,6.10,7.46,0.0179,0.0128,-0.0055,91972.09,809.53,-0.04,0.0226
39068,0.25,6.07,7.43,0.0181,0.0140,-0.0049,91972.09,809.53,-0.03,0.0234
39133,0.25,6.03,7.47,0.0189,0.0104,-0.0065,91972.09,809.53,-0.02,0.0226
39195,0.25,6.10,7.45,0.0176,0.0099,-0.0059,91972.09,809.53,-0.01,0.0210
39257,0.24,6.03,7.46,0.0217,0.0108,-0.0087,91972.09,809.53,-0.01,0.0258
39319,0.27,6.07,7.46,0.0191,0.0147,-0.0059,91972.09,809.53,-0.01,0.0247
39381,0.27,6.06,7.42,0.0180,0.0140,-0.0063,91972.09,809.53,-0.00,0.0236
39443,0.23,6.01,7.44,0.0193,0.0092,-0.0092,91971.91,809.54,0.08,0.0233
39505,0.24,6.05,7.47,0.0156,0.0116,-0.0068,91971.91,809.54,0.05,0.0206
39570,0.27,6.10,7.44,0.0181,0.0133,-0.0065,91971.91,809.54,0.04,0.0234
39633,0.24,6.04,7.50,0.0168,0.0116,-0.0053,91971.91,809.54,0.03,0.0211
39693,0.26,6.08,7.47,0.0168,0.0115,-0.0061,91971.91,809.54,0.02,0.0212
39756,0.29,6.11,7.44,0.0168,0.0109,-0.0056,91971.91,809.54,0.01,0.0208
39816,0.25,6.01,7.46,0.0175,0.0107,-0.0069,91971.91,809.54,0.01,0.0216
39885,0.25,6.07,7.46,0.0188,0.0108,-0.0069,91971.91,809.54,0.01,0.0227
39945,0.27,6.07,7.44,0.0159,0.0105,-0.0055,91971.58,809.57,0.15,0.0198
40011,0.23,6.05,7.48,0.0181,0.0129,-0.0069,91971.58,809.57,0.11,0.0233
